Address,BlockNumber,StreetName,Lon,Lat
400 MAIN ST Charlottesville VA,400,MAIN ST,-78.48677243533031,38.030446180024036
100 E MAIN Charlottesville VA,100,E MAIN,-78.48128155173175,38.03094868248417
200 WERTLAND ST Charlottesville VA,200,WERTLAND ST,-78.49449081839552,38.03365712490926
0 OLD PRESTON AVE Charlottesville VA,0,OLD PRESTON AVE,-78.48255587486227,38.03154853407126
1400 SHORTH 18TH ST Charlottesville VA,1400,SHORTH 18TH ST,-78.4612621197811,38.026521541945996
300 250 BYPASS FIRE STATION Charlottesville VA,300,250 BYPASS FIRE STATION,-78.4862101,38.0293627
1600 KINWOOD LN Charlottesville VA,1600,KINWOOD LN,-78.47778637324711,38.05719925137761
500 S 1ST. ST Charlottesville VA,500,S 1ST. ST,-78.48581940677778,38.0230664296417
2000 PLINEY RD Charlottesville VA,2000,PLINEY RD,-78.5271897,37.9969233
200 EMMETT ST S Charlottesville VA,200,EMMETT ST S,-78.50717589401681,38.03884657204637
100 MONTEBELLO CIR Charlottesville VA,100,MONTEBELLO CIR,-78.51010015801708,38.031532718420976
300 MONTE VISTA Charlottesville VA,300,MONTE VISTA,-78.5144792,38.0130597
400 15TH ST SW Charlottesville VA,400,15TH ST SW,-78.50310640554027,38.02900525046349
1200 CEDERS CT Charlottesville VA,1200,CEDERS CT,-78.50189406885066,38.05569865929625
1100 ALDERMAN RD Charlottesville VA,1100,ALDERMAN RD,-78.5161602,38.0296571
1400 BRIARCLIFF RD Charlottesville VA,1400,BRIARCLIFF RD,-78.49856033848556,38.023815281856784
900 S FIRST ST Charlottesville VA,900,S FIRST ST,-78.48597126719301,38.023696250791566
800 FORREST Charlottesville VA,800,FORREST,-78.48539947665466,38.03811874185709
700 WATSON AVE Charlottesville VA,700,WATSON AVE,-78.46822655233746,38.03927448030878
0 SADLER ST Charlottesville VA,0,SADLER ST,-78.49866915212327,38.03617855135108
1400 WESTWOOD Charlottesville VA,1400,WESTWOOD,-78.47984708450218,38.044355467227874
400 WESTFIELD RD Charlottesville VA,400,WESTFIELD RD,-78.48476389999999,38.0736729
0 4TH ST Charlottesville VA,0,4TH ST,-78.48674216459295,38.03100150235286
300 6TH SE Charlottesville VA,300,6TH SE,-78.47789506548423,38.028201080978704
200 HENTLEY AVE Charlottesville VA,200,HENTLEY AVE,-78.51897871721754,38.021719839664385
1200 MARKET ST Charlottesville VA,1200,MARKET ST,-78.46820769425388,38.027032711678885
100 MAURY AVENUE Charlottesville VA,100,MAURY AVENUE,-78.51513311146984,38.02576793594496
100 PRESTON PL Charlottesville VA,100,PRESTON PL,-78.49870383562603,38.040804467249096
500 1ST S ST Charlottesville VA,500,1ST S ST,-78.48588433810176,38.023472613898946
900 THREATS BY PHONE Charlottesville VA,900,THREATS BY PHONE,NA,NA
200 5TH  ST Charlottesville VA,200,5TH  ST,-78.48847507077771,38.03067991238511
900 COTTAGE LN Charlottesville VA,900,COTTAGE LN,-78.49814647717304,38.045065047448226
200 SHAMMROCK RD Charlottesville VA,200,SHAMMROCK RD,-78.51086943735079,38.0268609380809
100 MIDDLESEX RD Charlottesville VA,100,MIDDLESEX RD,-78.50304469999999,38.059445
200 BAILEY RD Charlottesville VA,200,BAILEY RD,-78.49431264840211,38.02083655827828
800 S 1ST ST Charlottesville VA,800,S 1ST ST,-78.48590535092882,38.02366207302702
0 I-64 MILE MARKER 122 Charlottesville VA,0,I-64 MILE MARKER 122,-78.62887959999999,38.034899
300 7 1/2 ST Charlottesville VA,300,7 1/2 ST,-78.48626325413436,38.020968410734206
100 CHANCELLOR T Charlottesville VA,100,CHANCELLOR T,-78.5014644,38.0359935
900 EMMETT ST N Charlottesville VA,900,EMMETT ST N,-78.5023744965606,38.04885138358154
1700 KING MOUNTAIN RD Charlottesville VA,1700,KING MOUNTAIN RD,-78.47932969926924,38.0602437720447
1100 MILLMONST ST Charlottesville VA,1100,MILLMONST ST,-78.5025274,38.0526705
1300 E JEFFERSON ST Charlottesville VA,1300,E JEFFERSON ST,-78.4665456,38.0277268
1300 BRANCHLAND BLVD Charlottesville VA,1300,BRANCHLAND BLVD,-78.477367,38.071926
1700 GALLOWAY DR Charlottesville VA,1700,GALLOWAY DR,-78.47381298661946,38.05582797466044
700 LEVY AVE Charlottesville VA,700,LEVY AVE,-78.47746224115033,38.02713900940059
1800 JEFFEROSN PARK AVE Charlottesville VA,1800,JEFFEROSN PARK AVE,-78.5098754683462,38.028233082084974
2200 STADIUM RD Charlottesville VA,2200,STADIUM RD,-78.51746279999999,38.0285759
100 9TH ST SW Charlottesville VA,100,9TH ST SW,-78.49432898290303,38.03229665162398
500 1/2 N 1ST ST Charlottesville VA,500,1/2 N 1ST ST,-78.48668478780529,38.021510417776845
300 RIVERSIDE AVENUE Charlottesville VA,300,RIVERSIDE AVENUE,-78.4562023643084,38.023542733713974
1100 LITTLE HIGH STREET Charlottesville VA,1100,LITTLE HIGH STREET,-78.47036910963804,38.030804824004754
3400 DICK WOODS RD Charlottesville VA,3400,DICK WOODS RD,-78.6030349,38.0334305
100 OLD PRESTON Charlottesville VA,100,OLD PRESTON,-78.49829972414545,38.04122108356272
100 CHRISTA CT Charlottesville VA,100,CHRISTA CT,-78.5081323,38.0152842
100 LYMAN ST Charlottesville VA,100,LYMAN ST,-78.47486043119389,38.027220357542355
100 MONTECELLO AVE Charlottesville VA,100,MONTECELLO AVE,-78.48410647004015,38.02856925741147
200 4TH ST SE Charlottesville VA,200,4TH ST SE,-78.47993725092559,38.02918513465893
300 MONTEBELLO CIRCLE Charlottesville VA,300,MONTEBELLO CIRCLE,-78.51012283304523,38.02937135870034
600 13TH S NW Charlottesville VA,600,13TH S NW,-78.49529070431215,38.04026755388515
100 5 TH ST NE Charlottesville VA,100,5 TH ST NE,-78.4784993,38.0298419
1300 W MAIN ST. Charlottesville VA,1300,W MAIN ST.,-78.49812211765507,38.03312602102248
100 BARNETT ST Charlottesville VA,100,BARNETT ST,-78.48777370225893,38.02509754182888
800 BLENHIEM AVE Charlottesville VA,800,BLENHIEM AVE,-78.4790263532785,38.02227635807663
1100 5TH ST. SW Charlottesville VA,1100,5TH ST. SW,-78.4996310866768,38.01429633457822
500 VALLY RD Charlottesville VA,500,VALLY RD,-78.50582494649153,38.02938931987126
800 CARLTON AVE Charlottesville VA,800,CARLTON AVE,-78.47466626738229,38.02468126652583
100 E S ST Charlottesville VA,100,E S ST,-78.4825092,38.0292119
1200 CUTLER LN Charlottesville VA,1200,CUTLER LN,-78.4699061139576,38.045059541795816
1600 E MARKET Charlottesville VA,1600,E MARKET,-78.4620675,38.0239157
300 1ST ST NW Charlottesville VA,300,1ST ST NW,-78.48080152684551,38.03189440427058
100 KERRY LN Charlottesville VA,100,KERRY LN,-78.47015726211818,38.067258420761576
1600 EARLYSVILLE RD Charlottesville VA,1600,EARLYSVILLE RD,-78.4906299,38.08292489999999
300 15 Charlottesville VA,300,15,-78.49937249999999,38.03632109999999
1800 DAIRY RD Charlottesville VA,1800,DAIRY RD,-78.4871064283824,38.05507509359617
200 HILLCREST LN Charlottesville VA,200,HILLCREST LN,-78.47727931237786,38.04185370698912
100 ERIC PL Charlottesville VA,100,ERIC PL,-78.50168409999999,38.0190981
400 PREMIER CIR Charlottesville VA,400,PREMIER CIR,-78.4822557,38.0726648
100 UNIVERSITY WY Charlottesville VA,100,UNIVERSITY WY,-78.5024314541486,38.04130937367895
200 STADUIM RD Charlottesville VA,200,STADUIM RD,-78.50936542685984,38.03217418258305
200 EILLIOT AVE Charlottesville VA,200,EILLIOT AVE,-78.48502859376079,38.02241728521998
1300 OAK HILL DR Charlottesville VA,1300,OAK HILL DR,-78.5146078,38.0007397
200 CAMERON LN Charlottesville VA,200,CAMERON LN,-78.51063489874593,38.03949802762353
400 STAGECOACH RD Charlottesville VA,400,STAGECOACH RD,-78.51465999999999,38.0058259
400 HANOVER ST Charlottesville VA,400,HANOVER ST,-78.50109001323175,38.02852911864846
200 DOUGLASS AVE Charlottesville VA,200,DOUGLASS AVE,-78.47330743658162,38.02660394430034
100 WESTWOOD CIRCLE Charlottesville VA,100,WESTWOOD CIRCLE,-78.48102345504562,38.04349726911606
200 MASSIE RD Charlottesville VA,200,MASSIE RD,-78.5071152,38.0452265
700 SIMMONS GAP RD Charlottesville VA,700,SIMMONS GAP RD,-78.5046984,38.2056915
400 QUENCY RD Charlottesville VA,400,QUENCY RD,NA,NA
500 6TH ST S E Charlottesville VA,500,6TH ST S E,-78.47938545866978,38.02667425101889
200 RAYMOND AVE Charlottesville VA,200,RAYMOND AVE,-78.5139293457379,38.02355302434124
2100 WOODLAND DR Charlottesville VA,2100,WOODLAND DR,-78.5122525379161,38.020460858071516
1100 E MAIN ST Charlottesville VA,1100,E MAIN ST,-78.47984632894615,38.030550613021546
300 15 ST NW Charlottesville VA,300,15 ST NW,-78.49937249999999,38.03632109999999
1700 N EMMET ST Charlottesville VA,1700,N EMMET ST,-78.49442535008185,38.05855919518515
900 BINGS LN Charlottesville VA,900,BINGS LN,-78.50792799999999,38.01974999999999
15600 DAIRY RD Charlottesville VA,15600,DAIRY RD,-78.4858201,38.0533649
700 6TH ST SW Charlottesville VA,700,6TH ST SW,-78.49089974830638,38.026999196721704
900 STONEHEDGE AVE Charlottesville VA,900,STONEHEDGE AVE,-78.4798805,38.0173017
100 PENICK CT Charlottesville VA,100,PENICK CT,-78.4886576,38.0248307
100 4TH S TNE Charlottesville VA,100,4TH S TNE,-78.47904674325451,38.02967501961704
2000 WERTLAND Charlottesville VA,2000,WERTLAND,-78.4997163,38.035093
900 WEST STREET Charlottesville VA,900,WEST STREET,-78.49029231543587,38.03676491937232
1500 GARDEN AVE Charlottesville VA,1500,GARDEN AVE,-78.49794497690746,38.03988003311597
7200 ROCKFISH GAP Charlottesville VA,7200,ROCKFISH GAP,-78.75023010000001,38.0393562
1700 EMMET ST. Charlottesville VA,1700,EMMET ST.,-78.49387205067438,38.05927438556898
200 WATER ST E Charlottesville VA,200,WATER ST E,-78.48122636166514,38.030279213690626
900 2ND ST SW Charlottesville VA,900,2ND ST SW,-78.4764067,38.0376679
100 LONGWOOD DRIVE Charlottesville VA,100,LONGWOOD DRIVE,-78.5044305,38.0153603
100 WEST MAIN ST Charlottesville VA,100,WEST MAIN ST,-78.48467892228159,38.03034544709067
100 4TH ST SW Charlottesville VA,100,4TH ST SW,-78.48649487864085,38.03087042728379
700 W SOUTH ST Charlottesville VA,700,W SOUTH ST,-78.47758100930345,38.02815088944831
1000 LONG STREET Charlottesville VA,1000,LONG STREET,-78.4661490685988,38.038623438982995
700 6TH STREET SE Charlottesville VA,700,6TH STREET SE,-78.48038079485012,38.024844132676655
400 4TH ST SE Charlottesville VA,400,4TH ST SE,-78.48012605045955,38.02749910976629
2100 ST. ANNES RD Charlottesville VA,2100,ST. ANNES RD,-78.48332671828607,38.05974882928689
100 EARHART ST Charlottesville VA,100,EARHART ST,-78.49751750000001,38.056472
1900 EMMET ST S Charlottesville VA,1900,EMMET ST S,-78.4925669,38.0606411
600 FARISH ST Charlottesville VA,600,FARISH ST,-78.47556650443812,38.03492968126071
2200 BANBURY CT Charlottesville VA,2200,BANBURY CT,-78.46939577235236,38.060602768556706
300 W WATER ST Charlottesville VA,300,W WATER ST,-78.48030664594805,38.029348746023636
600 RIALTO ST Charlottesville VA,600,RIALTO ST,-78.47722973513204,38.02442760290389
1700 DAIRY ROAD Charlottesville VA,1700,DAIRY ROAD,-78.486094551737,38.05551408847221
2200 HIGHLAND AVE Charlottesville VA,2200,HIGHLAND AVE,-78.51132902760702,38.024708945730154
1000 PRESTON AVENUE Charlottesville VA,1000,PRESTON AVENUE,-78.4916243,38.0391732
700 RIALTO ST Charlottesville VA,700,RIALTO ST,-78.4775281,38.0236078
0 6TH ST SE & BLENHEIM AVE Charlottesville VA,0,6TH ST SE & BLENHEIM AVE,-76.9984499,38.8886937
2000 MINOR ROAD Charlottesville VA,2000,MINOR ROAD,-78.51233482288688,38.0396338485127
1900 BRANDYWINE DR Charlottesville VA,1900,BRANDYWINE DR,-78.47703519385948,38.06368453846631
1500 ROSE HILL DR Charlottesville VA,1500,ROSE HILL DR,-78.48325805993656,38.04877204282192
1300 VILLA WAY Charlottesville VA,1300,VILLA WAY,-78.5256024,38.0070599
600 MALCOM CRESCENT Charlottesville VA,600,MALCOM CRESCENT,-78.47395829999999,38.0345326
1000 EMEMT ST N Charlottesville VA,1000,EMEMT ST N,-78.5024837,38.0502656
800 SAINT CHARLES AVE Charlottesville VA,800,SAINT CHARLES AVE,-78.46875469999999,38.0376215
300 MEADE AVENUE Charlottesville VA,300,MEADE AVENUE,-78.465092,38.027678
600 E MAPLE ST Charlottesville VA,600,E MAPLE ST,-78.47658569537066,38.03315271182378
600 E. MARKET ST Charlottesville VA,600,E. MARKET ST,-78.47745859999999,38.0304127
700 CASTALIA ST Charlottesville VA,700,CASTALIA ST,-78.47449449999999,38.0219036
100 LONGOWOOD DR Charlottesville VA,100,LONGOWOOD DR,-78.50422258361192,38.0156666695275
900 ROSSER LN Charlottesville VA,900,ROSSER LN,-78.49752730518922,38.04429273635461
300 13TH NW Charlottesville VA,300,13TH NW,-78.49769346131305,38.035648969394195
1500 ROSE HILL DRIVE Charlottesville VA,1500,ROSE HILL DRIVE,-78.4832388,38.0488595
700 CYNTHIANA AVE Charlottesville VA,700,CYNTHIANA AVE,-78.48267374170801,38.03867637146113
2200 BERMAR DR Charlottesville VA,2200,BERMAR DR,-78.47826060000001,38.079653
100 BLK STADIUM RD Charlottesville VA,100,BLK STADIUM RD,-78.5089843,38.0316902
100 1/2 HAMMOND ST Charlottesville VA,100,1/2 HAMMOND ST,-78.5129091,38.0212405
1100 LITTLE HIGHT ST Charlottesville VA,1100,LITTLE HIGHT ST,-78.47119672298525,38.03095956288638
300 FRANKLIN ST Charlottesville VA,300,FRANKLIN ST,-78.4620903,38.0225736
1300 LYNNE PL Charlottesville VA,1300,LYNNE PL,-78.49841135294125,38.02997069853109
1100 HERNDON RD Charlottesville VA,1100,HERNDON RD,-78.48860023286532,38.04570361593257
1600 EMMETT ST Charlottesville VA,1600,EMMETT ST,-78.49410224635226,38.05875751284291
100 CARROLLTON AVE Charlottesville VA,100,CARROLLTON AVE,-78.51097388639396,38.02819598047829
100 BAKER ST Charlottesville VA,100,BAKER ST,-78.50142880950425,38.02549977284549
200 THIRD ST NE Charlottesville VA,200,THIRD ST NE,-78.47998469473154,38.03134459582578
1000 FOREST HILLS AVENUE Charlottesville VA,1000,FOREST HILLS AVENUE,-78.4957235,38.0253238
1100 ST CHARLES AVE Charlottesville VA,1100,ST CHARLES AVE,-78.46149632784864,38.04388463222379
100 LITTLE HIGH ST Charlottesville VA,100,LITTLE HIGH ST,-78.47200328170439,38.03102441482286
900 ELLIIOTT AVE Charlottesville VA,900,ELLIIOTT AVE,-78.4777619628777,38.02027786981789
0 LATROBE CT Charlottesville VA,0,LATROBE CT,-78.494863700528,38.037420311319735
500 7 1/2  STREET SW Charlottesville VA,500,7 1/2  STREET SW,-78.48660891289093,38.02098301026423
1600 WINSTON RD Charlottesville VA,1600,WINSTON RD,-78.49685048241562,38.04448617554786
100 UNIVERSITY CIR Charlottesville VA,100,UNIVERSITY CIR,-78.50308838170963,38.04355369097019
100 WAHOO WAY Charlottesville VA,100,WAHOO WAY,-78.51751580000001,38.007768
700 E MAINS T Charlottesville VA,700,E MAINS T,-78.47661409999999,38.029236
0 MINOR CT Charlottesville VA,0,MINOR CT,-78.48475049999999,38.0757376
1000 BROADWAY Charlottesville VA,1000,BROADWAY,-78.46222,38.0218798
1800 BROADWAY Charlottesville VA,1800,BROADWAY,-78.46275927502673,38.02205909126681
1200 SHERWOOD RD Charlottesville VA,1200,SHERWOOD RD,-78.48008920461204,38.04629705182937
200 E MARTIN Charlottesville VA,200,E MARTIN,-78.46474655879666,38.0375840792218
1300 MADISON AVE Charlottesville VA,1300,MADISON AVE,-78.4841371268425,38.041382129191554
700 W MA IN ST Charlottesville VA,700,W MA IN ST,-78.48983064797109,38.03130136847606
1300 RIVERSIDE AVE Charlottesville VA,1300,RIVERSIDE AVE,-78.45617298758053,38.027145372672734
1200 WERTLAND Charlottesville VA,1200,WERTLAND,-78.49646028557598,38.03392894971562
0 7TH ST NE Charlottesville VA,0,7TH ST NE,-78.47724496971311,38.0291156733838
700 WEST STREET Charlottesville VA,700,WEST STREET,-78.48726256599939,38.0344483363053
500 CAROLINE AVENUE Charlottesville VA,500,CAROLINE AVENUE,-78.46430746376791,38.02967241974623
0 12TH ST NW Charlottesville VA,0,12TH ST NW,-78.49692955185535,38.03382473739863
100 ALMERE AVE Charlottesville VA,100,ALMERE AVE,-78.4868314,38.0251134
500 12TH NW Charlottesville VA,500,12TH NW,-78.49496081084963,38.03803705769565
12000 E JEFFERSON ST Charlottesville VA,12000,E JEFFERSON ST,-78.46632579704428,38.02820240896396
700 PROSEPECT AVE Charlottesville VA,700,PROSEPECT AVE,-78.4946679,38.0245896
1900 EDGEWOOD LN Charlottesville VA,1900,EDGEWOOD LN,-78.50125252146775,38.045048630583196
200 RIDE MCINTIRE Charlottesville VA,200,RIDE MCINTIRE,-78.48274446814096,38.03519510272928
100 LODGE CIR Charlottesville VA,100,LODGE CIR,-78.5044022,38.0153992
1200 RIVER VISTA Charlottesville VA,1200,RIVER VISTA,-78.45531078260547,38.04325691065348
2500 PALTEAU RD Charlottesville VA,2500,PALTEAU RD,-78.52008348379843,38.025441791893535
100 SOUTH ST E Charlottesville VA,100,SOUTH ST E,-78.48189997930645,38.02952410836812
700 STONHENGE AVENUE Charlottesville VA,700,STONHENGE AVENUE,-78.4823536,38.0186544
500 CHERRY AVENUE Charlottesville VA,500,CHERRY AVENUE,-78.490995,38.0260635
100 BLINCE LN Charlottesville VA,100,BLINCE LN,-78.4837276,38.0167262
300 6TH ST Charlottesville VA,300,6TH ST,-78.48973004661148,38.02888958814865
1000 CITY WALK Charlottesville VA,1000,CITY WALK,-78.468926,38.02538120000001
500 GEORGETOWN RD Charlottesville VA,500,GEORGETOWN RD,-78.499607,38.070009
100 ROSSEVELT BROWN BLVD Charlottesville VA,100,ROSSEVELT BROWN BLVD,-78.48696065543017,38.032118831010145
2200 N BERKSHIRE Charlottesville VA,2200,N BERKSHIRE,-78.49767315017586,38.063225654117154
200 CARLTON AVE Charlottesville VA,200,CARLTON AVE,-78.47476312154097,38.02434529303673
100 10 1/2 ST NW Charlottesville VA,100,10 1/2 ST NW,-78.48596101079129,38.02345620073718
500 PATTON ST Charlottesville VA,500,PATTON ST,-78.502145,38.0271285
1800 BRANDYWINE DR Charlottesville VA,1800,BRANDYWINE DR,-78.47819206909871,38.0641630500121
100 JOHN WARNER PKWY Charlottesville VA,100,JOHN WARNER PKWY,-78.49629748448785,38.03550870650319
0 DELEVAN ST Charlottesville VA,0,DELEVAN ST,-78.48969233436077,38.029926537905425
100 STONEHENGE AVE Charlottesville VA,100,STONEHENGE AVE,-78.485866839576,38.02060979904032
1100 FORREST HILLS AVE Charlottesville VA,1100,FORREST HILLS AVE,-78.4985489,38.025348
200 MONTE VIST AVE Charlottesville VA,200,MONTE VIST AVE,-78.5143538062913,38.01654643269172
0 UNIVERSTIY CT Charlottesville VA,0,UNIVERSTIY CT,-78.49790198003298,38.03731060500114
500 7 1/2 ST Charlottesville VA,500,7 1/2 ST,-78.48681171448614,38.021039421335445
800 BOLING AVE Charlottesville VA,800,BOLING AVE,-78.47813104285193,38.02306505475712
700 BLK OF 6TH ST SE Charlottesville VA,700,BLK OF 6TH ST SE,-78.48107782357552,38.02510599793627
400 ARBOR CIRCLE Charlottesville VA,400,ARBOR CIRCLE,-78.46276380272872,38.02867517220131
200 CAMELIA DR Charlottesville VA,200,CAMELIA DR,-78.51111466451184,38.01475627738061
100 ANGUS RD Charlottesville VA,100,ANGUS RD,-78.49461656687895,38.05917217286011
1500 CARLTON Charlottesville VA,1500,CARLTON,-78.47324679693976,38.0202646172576
100 THOMAS RD Charlottesville VA,100,THOMAS RD,-78.50802338456462,38.02541101898682
100 BLINCOE Charlottesville VA,100,BLINCOE,-78.48332922191135,38.017265851879145
0 MM 94 I64 E Charlottesville VA,0,MM 94 I64 E,-78.62887959999999,38.034899
700 OLD LYNCHBURG RD Charlottesville VA,700,OLD LYNCHBURG RD,-78.527558,38.000562
200 6TH ST NE Charlottesville VA,200,6TH ST NE,-78.47785867791913,38.03024273073823
100 WESTERLEY DR Charlottesville VA,100,WESTERLEY DR,-78.52277186605127,38.02609675811179
600 RUGBY AVE Charlottesville VA,600,RUGBY AVE,-78.47974944286952,38.044605705006404
500 SOUTH 1ST S Charlottesville VA,500,SOUTH 1ST S,-78.48287046744213,38.02640920742152
1800 MEADOWBROOK HEIGHTS Charlottesville VA,1800,MEADOWBROOK HEIGHTS,-78.47632770803732,38.06096511468469
1300 GREENWAY RD Charlottesville VA,1300,GREENWAY RD,-78.48780949260644,38.045462522377264
0 VIRGINIA AVE Charlottesville VA,0,VIRGINIA AVE,-78.4971428032582,38.03746566315514
300 15TH NW Charlottesville VA,300,15TH NW,-78.49962987920992,38.03661700794477
1900 HYDRAULIC RD Charlottesville VA,1900,HYDRAULIC RD,-78.4916389,38.0622322
800 VALLEY VIEW CIRCLE Charlottesville VA,800,VALLEY VIEW CIRCLE,-78.46523863986447,38.03379137712128
300 WOODBROOK DR Charlottesville VA,300,WOODBROOK DR,-78.4702205,38.087814
1100 ST CLAIRE AVE Charlottesville VA,1100,ST CLAIRE AVE,-78.4590705,38.0415747
0 GENTRY LN Charlottesville VA,0,GENTRY LN,-78.48851530849532,38.05105594236521
300 6TH ST NW Charlottesville VA,300,6TH ST NW,-78.48792519999999,38.0323175
100 MCCORMICK RD Charlottesville VA,100,MCCORMICK RD,-78.5045548,38.0366348
800 9TH ST SW Charlottesville VA,800,9TH ST SW,-78.49533538489334,38.025474818779266
200 14TH ST W Charlottesville VA,200,14TH ST W,-78.49950697769548,38.034520915280225
1400 GREENLEAF LN Charlottesville VA,1400,GREENLEAF LN,-78.48211180941641,38.049157413655074
100 CHANCELLER ST Charlottesville VA,100,CHANCELLER ST,-78.5014644,38.0359935
400 BRANDON AVE N Charlottesville VA,400,BRANDON AVE N,-78.50336829999999,38.031557
1300 W. MAIN ST Charlottesville VA,1300,W. MAIN ST,-78.4979216,38.0333003
1300 W MAIN Charlottesville VA,1300,W MAIN,-78.49814022965725,38.032964100634956
1800 JEFERSON PARK AVE Charlottesville VA,1800,JEFERSON PARK AVE,-78.50924889324037,38.028995922932694
1500 UNIVERSTIY AVE Charlottesville VA,1500,UNIVERSTIY AVE,-78.49957670446051,38.034633979333925
400 GORDAN AVE Charlottesville VA,400,GORDAN AVE,-78.4941838987694,38.038012871132565
1500 AVON ST EXT Charlottesville VA,1500,AVON ST EXT,-78.4854549,38.015813
2300 COMMONWEALTH DR Charlottesville VA,2300,COMMONWEALTH DR,-78.48829669999999,38.0730832
900 2ND ST E Charlottesville VA,900,2ND ST E,-78.47648185221283,38.03738662824845
200 1ST ST Charlottesville VA,200,1ST ST,-78.4818829,38.0300326
1500 TRAIL RIDGE RD Charlottesville VA,1500,TRAIL RIDGE RD,-78.5050433,38.0234047
300 10 1/2TH ST NW Charlottesville VA,300,10 1/2TH ST NW,-78.48582351478764,38.02380540159079
400 EAST HIGH STREET Charlottesville VA,400,EAST HIGH STREET,-78.48244056734531,38.03279556988637
800 OLD 5TH ST Charlottesville VA,800,OLD 5TH ST,-78.50046025126632,38.01475162963374
2100 MILLMONT ST Charlottesville VA,2100,MILLMONT ST,-78.50028641516776,38.05434623553965
200 S WAYNE AVE Charlottesville VA,200,S WAYNE AVE,-78.4996108,38.05883439999999
200 OLD LYNCHBURGH RD Charlottesville VA,200,OLD LYNCHBURGH RD,-78.51504295890301,38.01524807493151
200 SPRIGG LANE Charlottesville VA,200,SPRIGG LANE,-78.50675946156714,38.038947257395584
100 ST CHARLES CT Charlottesville VA,100,ST CHARLES CT,-78.46200522501464,38.04326959780235
1100 SHAMROCK RD Charlottesville VA,1100,SHAMROCK RD,-78.50029529999999,38.0191831
600 RIDGE MCINTIRE Charlottesville VA,600,RIDGE MCINTIRE,-78.48390109801586,38.032950678180285
500 E MAINS T Charlottesville VA,500,E MAINS T,-78.4785079,38.0298421
0 RIVANNA TRAIL Charlottesville VA,0,RIVANNA TRAIL,-78.48130232824609,38.03943843518594
100 SOMESSO CT Charlottesville VA,100,SOMESSO CT,-78.4889953,38.02347460000001
200 PALENTINE AVE Charlottesville VA,200,PALENTINE AVE,-78.4810349,38.0156447
600 ROCK CREED RD Charlottesville VA,600,ROCK CREED RD,-78.50284189999999,38.0243562
1400 GENTRY LANE Charlottesville VA,1400,GENTRY LANE,-78.48885070510529,38.05153260879616
500 CLEVELAND AVENUE Charlottesville VA,500,CLEVELAND AVENUE,-78.49690515378445,38.017685064942455
1600 6TH ST SE LOT 3 Charlottesville VA,1600,6TH ST SE LOT 3,-78.48634804043927,38.017147350906264
0 JPA Charlottesville VA,0,JPA,-78.50792,38.0308009
0 11TH ST Charlottesville VA,0,11TH ST,-78.4940021,38.037995
1300 UNIVERSITY AVE Charlottesville VA,1300,UNIVERSITY AVE,-78.49948141365856,38.03427821343903
900 EMMET T N Charlottesville VA,900,EMMET T N,-78.5024761008565,38.04896033844214
0 S 1ST ST Charlottesville VA,0,S 1ST ST,-78.48469419999999,38.0251451
100 MONTROS AVE Charlottesville VA,100,MONTROS AVE,-78.4820662782597,38.022576815185595
100 S PIEDMONT AVE Charlottesville VA,100,S PIEDMONT AVE,-78.51910064272634,38.026398030012984
0 VINE/RIVES ST Charlottesville VA,0,VINE/RIVES ST,-78.468153919293,38.01981520480949
1400 BELLEVIEW AVE Charlottesville VA,1400,BELLEVIEW AVE,-78.45852715339846,38.03669372015146
400 13TH ST EXT Charlottesville VA,400,13TH ST EXT,-78.49681034538132,38.037089562104065
700 ORANGEDALE AVENUE Charlottesville VA,700,ORANGEDALE AVENUE,-78.49605427468676,38.02472301397024
700 W WATER ST Charlottesville VA,700,W WATER ST,-78.47662895430186,38.02897951264085
100 CULBRETH RD Charlottesville VA,100,CULBRETH RD,-78.50415154761022,38.0395482446885
900 KEITH RD Charlottesville VA,900,KEITH RD,-78.4591227,38.2631181
200 BURNET ST Charlottesville VA,200,BURNET ST,-78.4876217750617,38.023447652756765
1300 W MMAIN ST Charlottesville VA,1300,W MMAIN ST,-78.49739887320293,38.03275738257407
1000 RAYON ST Charlottesville VA,1000,RAYON ST,-78.48369733768172,38.02295926367616
1400 BURGESS LANE Charlottesville VA,1400,BURGESS LANE,-78.465793715666,38.02296166007877
1100 MILLMONT AVE Charlottesville VA,1100,MILLMONT AVE,-78.5025274,38.0526705
800 HARDY ST Charlottesville VA,800,HARDY ST,-78.4902161,38.0334203
200 GORDON AVE Charlottesville VA,200,GORDON AVE,-78.49395473646196,38.03834272009517
600 MERIDIAN ST Charlottesville VA,600,MERIDIAN ST,-78.4758006101422,38.02320579693862
100 LEAKE LN Charlottesville VA,100,LEAKE LN,-78.4641109625178,38.024603108308455
100 E MADISON LN Charlottesville VA,100,E MADISON LN,-78.5023953,38.0364048
9100 EMMET ST N Charlottesville VA,9100,EMMET ST N,-78.49136179331303,38.06210737634512
500 CASTALIA ST Charlottesville VA,500,CASTALIA ST,-78.47449449999999,38.0219036
400 E JEFFERSON Charlottesville VA,400,E JEFFERSON,-78.47895047128353,38.03197871322502
400 PATON SR Charlottesville VA,400,PATON SR,-78.50275773190529,38.02781960398058
700 FARISH LANE Charlottesville VA,700,FARISH LANE,-78.4739185,38.0343221
1200 JOHN STREET Charlottesville VA,1200,JOHN STREET,-78.49597413804486,38.03680005381973
